user_id,user_location,tweet_created_at,tweet_id,
596665906,Milano,2021-01-14 09:27:59,1349649454765379585,
1022896260171358209,Lecce Puglia,2021-01-14 09:28:03,1349649470632419335,
57965532,Roma Lazio,2021-01-14 09:28:14,1349649517700927488,
868794661913100288,Bologna Emilia Romagna,2021-01-14 09:28:25,1349649562248613889,
14824456,Torino,2021-01-14 09:28:29,1349649579424284673,
892678404,INFERNETTO,2021-01-14 09:28:32,1349649592183267330,
549660333,Ragusa Sicilia Italia,2021-01-14 09:28:34,1349649601356312578,
4235013983,Roma Lazio,2021-01-14 09:28:38,1349649615528800257,
36469575,EveryWhere,2021-01-14 09:28:39,1349649622634000391,
1022896260171358209,Lecce Puglia,2021-01-14 09:28:43,1349649636949168129,
1217464654064246784,Milano Lombardia,2021-01-14 09:28:45,1349649644100464640,
30201022,La Spezia Liguria,2021-01-14 09:28:45,1349649644603764736,
81380408,Crotone Calabria,2021-01-14 09:28:57,1349649697846276098,
562861652,Barcellona Pozzo di Gotto Sic,2021-01-14 09:29:10,1349649749884940290,
3974330788,Firenze Toscana,2021-01-14 09:29:17,1349649778263650304,
166690624,Pitigliano,2021-01-14 09:29:26,1349649816813527041,
240749593,rho italy,2021-01-14 09:29:29,1349649829337698304,
291739796,Genova Italy,2021-01-14 09:29:37,1349649864578248705,
373907141,Bologna Emilia Romagna,2021-01-14 09:29:45,1349649897453191170,
2880084795,Torino Piemonte,2021-01-14 09:29:47,1349649906424799232,
2164271857,Venezia Veneto,2021-01-14 09:30:00,1349649962251018240,
536194015,Settimo Torinese,2021-01-14 09:30:08,1349649993804734469,
28128719,Lucca Tuscany,2021-01-14 09:30:10,1349650000716955648,
594802106,Lombardia,2021-01-14 09:30:10,1349650003392913411,
1131151171,Roma Lazio,2021-01-14 09:30:21,1349650049886773248,
795909874005766145,Messina Sicilia,2021-01-14 09:30:22,1349650053279969280,
257863567,Puglia,2021-01-14 09:30:22,1349650054332690433,
549660333,Ragusa Sicilia Italia,2021-01-14 09:30:29,1349650080492613632,
1435084502,Torino,2021-01-14 09:30:38,1349650117964533760,
92780091,Palermo Sicilia,2021-01-14 09:30:50,1349650168631742467,
961437530,Milano Lombardia,2021-01-14 09:30:52,1349650177129381890,
5869132,Spilimbergo Friuli-Venezia Giulia,2021-01-14 09:31:00,1349650213779202048,
3415081205,Rivanazzano Terme Lombardia,2021-01-14 09:31:04,1349650228220207107,
489594507,Genova Liguria,2021-01-14 09:31:05,1349650231386902528,
334591309,RoMa!,2021-01-14 09:31:09,1349650250986889216,
423629186,Bologna Emilia Romagna,2021-01-14 09:31:37,1349650369211719680,
416364174,Pinerolo Piemonte,2021-01-14 09:31:39,1349650375633215489,
931604699731693568,Noceto Emilia Romagna,2021-01-14 09:31:59,1349650459963883520,
134135230,Milano Italy,2021-01-14 09:32:07,1349650491983200257,
896149597,Friuli-Venezia Giulia Italia,2021-01-14 09:32:10,1349650505740509184,
499917668,Catania,2021-01-14 09:32:12,1349650514582118401,
1435084502,Torino,2021-01-14 09:32:17,1349650533594882048,
14824456,Torino,2021-01-14 09:32:19,1349650541828300802,
1050314425406824448,nata a Palermo vivo nel Veneto,2021-01-14 09:32:23,1349650560320991232,
150280891,montecchio emilia,2021-01-14 09:32:26,1349650571217821696,
2728402871,Verona Veneto,2021-01-14 09:32:26,1349650572434157569,
82092767,Sulla destra della gaussiana,2021-01-14 09:32:33,1349650601056075783,
1240442134576148490,Telese Terme Campania,2021-01-14 09:32:43,1349650644181921797,
2430696135,Roma Lazio,2021-01-14 09:33:01,1349650718156849152,
934816236260745216,Sant'Angelo in Vado Marche,2021-01-14 09:33:03,1349650729980592128,
1181458387,Veneto,2021-01-14 09:33:05,1349650735017951234,
251183660,Salò Lombardia,2021-01-14 09:33:08,1349650746850078720,
2657512986,Roma,2021-01-14 09:33:08,1349650748083212288,
416364174,Pinerolo Piemonte,2021-01-14 09:33:11,1349650759772745728,
423498157,Milan Italy,2021-01-14 09:33:12,1349650765112029184,
967777770150522883,Piemonte Italia,2021-01-14 09:33:13,1349650768039698432,
1243133156519227393,Lodi Lombardia,2021-01-14 09:33:14,1349650774935166976,
1131273957569683456,Napoli Campania,2021-01-14 09:33:15,1349650778806480897,
39829984,Pesaro - Roma,2021-01-14 09:33:17,1349650785328619520,
2176253277,Varese Lombardia,2021-01-14 09:33:19,1349650796330299392,
1340278771186864129,Napoli Campania,2021-01-14 09:33:20,1349650798750429185,
166089683,Milano Italia,2021-01-14 09:33:28,1349650831210115074,
4841486920,voglio un succo e uno xanax,2021-01-14 09:33:36,1349650865687326720,
14257328,Locorotondo Puglia,2021-01-14 09:33:37,1349650871471190016,
499917668,Catania,2021-01-14 09:33:45,1349650904073596929,
435220751,Milano,2021-01-14 09:33:48,1349650915381407745,
14895487,Laurentino38,2021-01-14 09:33:53,1349650935694372865,
1131273957569683456,Napoli Campania,2021-01-14 09:33:59,1349650963318108161,
566131819,Milano,2021-01-14 09:34:02,1349650976479834113,
407077433,Treviso,2021-01-14 09:34:11,1349651014585085952,
490367299,Napoli - Milano - Roma,2021-01-14 09:34:12,1349651018632622081,
486138911,Balcone di Babilonia,2021-01-14 09:34:18,1349651044473647105,
2728402871,Verona Veneto,2021-01-14 09:34:21,1349651056230326275,
1181458387,Veneto,2021-01-14 09:34:24,1349651068582567937,
499917668,Catania,2021-01-14 09:34:32,1349651103311400960,
39829984,Pesaro - Roma,2021-01-14 09:34:36,1349651117630758912,
2365835010,Trento Trentino-Alto Adige,2021-01-14 09:34:46,1349651160282619904,
452274334,Rho Italia,2021-01-14 09:34:46,1349651160370737158,
1189129034183118848,Carbonia Sardegna,2021-01-14 09:34:55,1349651195770580992,
1215418646,Saronno,2021-01-14 09:34:57,1349651208127074304,
1237071348662448129,Brunate Lombardia,2021-01-14 09:35:01,1349651222278643713,
166089683,Milano Italia,2021-01-14 09:35:02,1349651225222983685,
251183660,Salò Lombardia,2021-01-14 09:35:06,1349651245452169216,
1223108660693352449,Milano Lombardia,2021-01-14 09:35:07,1349651245980655617,
1389670393,Casoria,2021-01-14 09:35:11,1349651264385282048,
961437530,Milano Lombardia,2021-01-14 09:35:14,1349651277668638722,
1303070794239692800,Macerata Marche,2021-01-14 09:35:14,1349651279237308417,
896149597,Friuli-Venezia Giulia Italia,2021-01-14 09:35:17,1349651289341390848,
134467923,Ferrara Italy,2021-01-14 09:35:28,1349651335558344704,
968552876032299009,Portoscuso-Buggerru.,2021-01-14 09:35:31,1349651348736905222,
2597695185,Sano e di sani princìpi. Italy,2021-01-14 09:35:43,1349651400477839361,
934816236260745216,Sant'Angelo in Vado Marche,2021-01-14 09:35:55,1349651449995816961,
210404013,Sassari Sardinia Italy,2021-01-14 09:35:59,1349651466236157952,
1013415385,Milano Lombardia,2021-01-14 09:35:59,1349651467771273216,
984608412,padova e appenn.tosco-emiliano,2021-01-14 09:36:04,1349651487731970050,
275741325,Cercando Vicenzo,2021-01-14 09:36:16,1349651538109730816,
2764741475,Roma Lazio,2021-01-14 09:36:28,1349651588563038208,
452274334,Rho Italia,2021-01-14 09:36:31,1349651599619223552,
1188843954432811010,Trapani Sicilia ,2021-01-14 09:36:47,1349651667063607302,
2470528594,Acireale Sicilia,2021-01-14 09:36:47,1349651667218800641,
2764741475,Roma Lazio,2021-01-14 09:37:01,1349651724282302465,
1240442134576148490,Telese Terme Campania,2021-01-14 09:37:07,1349651750538649600,
175735147,Casalgrande Emilia Romagna,2021-01-14 09:37:14,1349651782000123905,
4127838555,Napoli Campania,2021-01-14 09:37:15,1349651783895887872,
896149597,Friuli-Venezia Giulia Italia,2021-01-14 09:37:18,1349651796327870465,
489594507,Genova Liguria,2021-01-14 09:37:23,1349651817005723650,
117358571,Milano,2021-01-14 09:37:24,1349651820659019777,
1013481258,regno delle due sicilie,2021-01-14 09:37:24,1349651821770506245,
3100181957,Milano Lombardia,2021-01-14 09:37:27,1349651834059829254,
449589070,Bologna,2021-01-14 09:37:34,1349651865215131649,
1272116478461054977,Sassari Sardegna,2021-01-14 09:37:39,1349651886840885249,
1240442134576148490,Telese Terme Campania,2021-01-14 09:37:50,1349651933716426752,
449589070,Bologna,2021-01-14 09:38:02,1349651982525620231,
1188843954432811010,Trapani Sicilia ,2021-01-14 09:38:11,1349652020408496128,
1277619495243317251,Villasanta Lombardia,2021-01-14 09:38:14,1349652033276669959,
845761501,Avellino Campania,2021-01-14 09:38:18,1349652049823232000,
953431081,Roma,2021-01-14 09:38:20,1349652057733656577,
2982641339,Spoleto ,2021-01-14 09:38:22,1349652064578768897,
422770450,Vallo Scalo ( SA ) - Campania,2021-01-14 09:38:23,1349652069683261440,
460477341,lercara friddi,2021-01-14 09:38:27,1349652088855388160,
1013481258,regno delle due sicilie,2021-01-14 09:38:36,1349652123223519234,
795909874005766145,Messina Sicilia,2021-01-14 09:38:36,1349652125123547138,
2764741475,Roma Lazio,2021-01-14 09:38:37,1349652129699520517,
967777770150522883,Piemonte Italia,2021-01-14 09:39:01,1349652227753975809,
251183660,Salò Lombardia,2021-01-14 09:39:01,1349652228588638208,
1374434772,Suzzara (MN),2021-01-14 09:39:02,1349652235379208192,
1043869867026378752,Caianello e dintorni (ITALIA),2021-01-14 09:39:10,1349652268447129600,
1131273957569683456,Napoli Campania,2021-01-14 09:39:15,1349652289779363841,
316578097,Pesaro Marche,2021-01-14 09:39:22,1349652319462420480,
60888472,Milano - Milazzo,2021-01-14 09:39:24,1349652323912589313,
60888472,Milano - Milazzo,2021-01-14 09:39:24,1349652325271527424,
51312569,Asti Piemonte,2021-01-14 09:39:24,1349652325959409665,
470918122,Torino,2021-01-14 09:39:28,1349652343437012992,
1279066602726666240,Bologna Emilia Romagna,2021-01-14 09:39:35,1349652370893004800,
1013577343,UmbriaItalyDubai & Bahrein,2021-01-14 09:39:38,1349652382767079424,
2437292820,Castiglione delle Stiviere Lo,2021-01-14 09:39:40,1349652392875339776,
934816236260745216,Sant'Angelo in Vado Marche,2021-01-14 09:39:42,1349652400974548993,
1272116478461054977,Sassari Sardegna,2021-01-14 09:39:59,1349652470927122433,
342045650,Roccacinquemiglia/Adelaide,2021-01-14 09:39:58,1349652470654332931,
1159731140,Roma,2021-01-14 09:40:03,1349652491047219203,
6495782,Bologna ITALY,2021-01-14 09:40:04,1349652494935351296,
1168148899,Roma Lazio,2021-01-14 09:40:05,1349652498936692736,
7830782,Rimini Italy,2021-01-14 09:40:12,1349652526979829762,
879276528097427456,Feltre Veneto Italy,2021-01-14 09:40:15,1349652539411722246,
757087130476802048,Torino Piemonte,2021-01-14 09:40:16,1349652542570037250,
981713632747839488,Palermo Sicilia,2021-01-14 09:40:18,1349652551147397121,
1715215752,Padova,2021-01-14 09:40:20,1349652559854788608,
869179097238433792,Roma Lazio,2021-01-14 09:40:23,1349652575453380608,
1279066602726666240,Bologna Emilia Romagna,2021-01-14 09:40:27,1349652588589961216,
800451202878029825,Amatrice Lazio,2021-01-14 09:40:30,1349652603735568385,
593756816,Consandolo,2021-01-14 09:40:32,1349652610932944896,
362009391,Napoli Campania,2021-01-14 09:40:33,1349652615412539394,
84597886,Bari,2021-01-14 09:40:36,1349652626011525121,
1333804912396951552,Saint-Raphaël France,2021-01-14 09:40:39,1349652641140367360,
20437369,Rome IT,2021-01-14 09:40:45,1349652665899298816,
1279066602726666240,Bologna Emilia Romagna,2021-01-14 09:40:50,1349652685281259523,
757087130476802048,Torino Piemonte,2021-01-14 09:41:01,1349652731154358272,
51312569,Asti Piemonte,2021-01-14 09:41:07,1349652758509608965,
879276528097427456,Feltre Veneto Italy,2021-01-14 09:41:12,1349652777459445762,
3151000540,Sussidistan,2021-01-14 09:41:18,1349652804382691328,
898841041134112769,Casamassima Puglia,2021-01-14 09:41:18,1349652806219788288,
1279066602726666240,Bologna Emilia Romagna,2021-01-14 09:41:22,1349652818978873349,
757087130476802048,Torino Piemonte,2021-01-14 09:41:34,1349652872263323648,
431863557,Salerno Campania,2021-01-14 09:41:39,1349652893499092992,
217497747,genova,2021-01-14 09:41:48,1349652930895499266,
84597886,Bari,2021-01-14 09:41:50,1349652938059362304,
819288000374902784,Milano Lombardia,2021-01-14 09:41:51,1349652942660501504,
964812115134513152,Roma Lazio,2021-01-14 09:41:58,1349652971659927553,
471176781,Floridia (SR) - Italy,2021-01-14 09:42:00,1349652981038403584,
500881322,Castelnovo di Sotto Emilia Romagna,2021-01-14 09:42:07,1349653010314633218,
244886806,Venice - Torino,2021-01-14 09:42:10,1349653020557127681,
379632571,Milano,2021-01-14 09:42:19,1349653059585114112,
1188843954432811010,Trapani Sicilia ,2021-01-14 09:42:34,1349653123900583936,
490367299,Napoli - Milano - Roma,2021-01-14 09:42:36,1349653132033323010,
908654592375828480,Verona Veneto,2021-01-14 09:42:49,1349653184860614657,
847511855455100928,Ladispoli Lazio,2021-01-14 09:42:52,1349653198802472960,
235445144,Roma,2021-01-14 09:42:54,1349653204812836865,
388891207,Direttrice,2021-01-14 09:42:54,1349653207253979136,
208723348,Firenze,2021-01-14 09:43:02,1349653239373963264,
2764741475,Roma Lazio,2021-01-14 09:43:17,1349653302422728704,
51312569,Asti Piemonte,2021-01-14 09:43:20,1349653317421592576,
387026898,Rimini Emilia Romagna,2021-01-14 09:43:24,1349653331350859777,
1918247922,nel fluire disperante,2021-01-14 09:43:30,1349653357082902528,
1189700984,CANDELO (BI),2021-01-14 09:43:44,1349653416667197440,
464775207,Giardiniere,2021-01-14 09:43:46,1349653423084498949,
908654592375828480,Verona Veneto,2021-01-14 09:43:53,1349653453426077696,
1013577343,UmbriaItalyDubai & Bahrein,2021-01-14 09:43:54,1349653457192542208,
1349291355059740672,Roma,2021-01-14 09:43:57,1349653471495118849,
1243133156519227393,Lodi Lombardia,2021-01-14 09:44:04,1349653501689868288,
115175546,Lombardy,2021-01-14 09:44:17,1349653555637051394,
1013481258,regno delle due sicilie,2021-01-14 09:44:33,1349653624067129344,
251055034,castel gandolfo,2021-01-14 09:44:39,1349653646259212288,
449736439,Trento Trentino-Alto Adige,2021-01-14 09:44:40,1349653652798111746,
1189700984,CANDELO (BI),2021-01-14 09:44:42,1349653661589401613,
865262233999339520,Sesto San Giovanni Lombardia,2021-01-14 09:45:05,1349653754421731328,
161187770,Calvagese della Riviera,2021-01-14 09:45:07,1349653765180305408,
131559483,Tuscany❤️Pistoia,2021-01-14 09:45:09,1349653772411297792,
208723348,Firenze,2021-01-14 09:45:15,1349653798701178881,
431863557,Salerno Campania,2021-01-14 09:45:18,1349653810642350081,
995840042,Grosseto,2021-01-14 09:45:26,1349653844507111424,
2481166569,Sicilia Italia,2021-01-14 09:45:28,1349653852111450112,
358403333,Milan Italy,2021-01-14 09:45:56,1349653970084511747,
372829478,Torino Piemonte,2021-01-14 09:46:00,1349653985700032512,
2982641339,Spoleto ,2021-01-14 09:46:10,1349654028238680064,
420230191,Mirano Veneto,2021-01-14 09:46:16,1349654054838874112,
72088970,latina italy  via manzoni 50,2021-01-14 09:46:17,1349654059066798081,
368226312,Cavalese Trentino-Alto Adige,2021-01-14 09:46:30,1349654114616143873,
1161765088107401216,♡︎moonchild,2021-01-14 09:46:33,1349654124019773441,
495072533,Mirandola Emilia Romagna,2021-01-14 09:46:34,1349654129296232449,
4419158368,Perugia Umbria,2021-01-14 09:46:37,1349654140520165376,
362009391,Napoli Campania,2021-01-14 09:46:46,1349654178684166144,
361186188,milano,2021-01-14 09:46:52,1349654205980700674,
20437369,Rome IT,2021-01-14 09:46:53,1349654209872982017,
554208493,Milan MI,2021-01-14 09:47:13,1349654293733924864,
868794661913100288,Bologna Emilia Romagna,2021-01-14 09:47:16,1349654306757226497,
549660333,Ragusa Sicilia Italia,2021-01-14 09:47:17,1349654311589060608,
1013481258,regno delle due sicilie,2021-01-14 09:47:19,1349654320111886336,
312233277,Cagliari,2021-01-14 09:47:21,1349654325858066433,
1036004588,Beinasco,2021-01-14 09:47:38,1349654397870108672,
1273204467261898752,Roma,2021-01-14 09:47:39,1349654401716248576,
392961988,Magenta,2021-01-14 09:47:42,1349654414622076928,
815422460,07072018,2021-01-14 09:47:43,1349654419886006272,
4419158368,Perugia Umbria,2021-01-14 09:47:49,1349654443487358976,
1181458387,Veneto,2021-01-14 09:48:06,1349654515675500546,
2597695185,Sano e di sani princìpi. Italy,2021-01-14 09:48:11,1349654536680570880,
318396255,Montemaggiore 815 slm,2021-01-14 09:48:14,1349654549003448321,
251709851,Campalto - Venezia,2021-01-14 09:48:16,1349654557652111360,
3400320676,Raddusa Sicilia ( Italia ),2021-01-14 09:48:18,1349654565512163329,
449589070,Bologna,2021-01-14 09:48:19,1349654571124224001,
400946488,bolzano,2021-01-14 09:48:19,1349654571883372545,
2418439695,Erede del Mago Gabriel ,2021-01-14 09:48:24,1349654590887755776,
1161765088107401216,♡︎moonchild,2021-01-14 09:48:38,1349654649041772550,
358403333,Milan Italy,2021-01-14 09:48:43,1349654668964728832,
329166379,Roma,2021-01-14 09:48:45,1349654679387578369,
237241091,Chorio; Calabria; Italy,2021-01-14 09:48:48,1349654691869831173,
18938993,Cosenza Calabria,2021-01-14 09:48:57,1349654730721669120,
388891207,Direttrice,2021-01-14 09:49:04,1349654759742058496,
260404258,Cerro al Lambro,2021-01-14 09:49:10,1349654782634504197,
373878543,Milan Italy,2021-01-14 09:49:23,1349654838167162881,
20437369,Rome IT,2021-01-14 09:49:33,1349654881875996673,
1496823830,Modena,2021-01-14 09:49:38,1349654899450114049,
1050265087225815040,Palermo Sicily,2021-01-14 09:49:40,1349654909579374593,
18938993,Cosenza Calabria,2021-01-14 09:49:44,1349654927761670146,
868794661913100288,Bologna Emilia Romagna,2021-01-14 09:49:47,1349654939887398914,
558651454,Mirafiori Sud Europa,2021-01-14 09:49:50,1349654953560825860,
614461215,Chieti Abruzzo,2021-01-14 09:49:51,1349654956748513280,
343928321,Roma Lazio,2021-01-14 09:49:56,1349654975635402752,
433609457,Prato Toscana,2021-01-14 09:50:00,1349654995457732608,
237241091,Chorio; Calabria; Italy,2021-01-14 09:50:01,1349654998884487169,
373878543,Milan Italy,2021-01-14 09:50:13,1349655047626518529,
472383909,Genova Liguria,2021-01-14 09:50:14,1349655051015512070,
1013481258,regno delle due sicilie,2021-01-14 09:50:16,1349655061727744000,
961437530,Milano Lombardia,2021-01-14 09:50:17,1349655065942843395,
3221492745,Napoli Campania,2021-01-14 09:50:26,1349655102051778560,
372829478,Torino Piemonte,2021-01-14 09:50:28,1349655112357195776,
448211238,Pordenone,2021-01-14 09:50:28,1349655112898252801,
1101879370514382850,Mantova Lombardia,2021-01-14 09:50:31,1349655124755456004,
2470528594,Acireale Sicilia,2021-01-14 09:50:35,1349655141876719621,
3400320676,Raddusa Sicilia ( Italia ),2021-01-14 09:50:44,1349655177100451840,
310331484,Umbertide Italia,2021-01-14 09:50:45,1349655183589056513,
558651454,Mirafiori Sud Europa,2021-01-14 09:50:48,1349655196096471043,
623853516,Napoli,2021-01-14 09:50:53,1349655213779533829,
237241091,Chorio; Calabria; Italy,2021-01-14 09:51:02,1349655252170108928,
3400320676,Raddusa Sicilia ( Italia ),2021-01-14 09:51:04,1349655262785925120,
342045650,Roccacinquemiglia/Adelaide,2021-01-14 09:51:04,1349655262408294400,
1179711277,Provincia comasca,2021-01-14 09:51:06,1349655270520201216,
1043099688,Chirurgo Oculista Milano Roma ,2021-01-14 09:51:07,1349655275393921026,
1050314425406824448,nata a Palermo vivo nel Veneto,2021-01-14 09:51:09,1349655282171998209,
97289616,Milano.,2021-01-14 09:51:14,1349655305429385217,
1043099688,Chirurgo Oculista Milano Roma ,2021-01-14 09:51:16,1349655311515328512,
1327171621388509184,Parma Emilia Romagna,2021-01-14 09:51:22,1349655338660855808,
20437369,Rome IT,2021-01-14 09:51:25,1349655351436705793,
1043099688,Chirurgo Oculista Milano Roma ,2021-01-14 09:51:26,1349655355161272320,
1199166093681733637,London England,2021-01-14 09:51:29,1349655368301948928,
1043099688,Chirurgo Oculista Milano Roma ,2021-01-14 09:51:34,1349655389328056321,
435091016,Milano,2021-01-14 09:51:35,1349655390447927298,
815422460,07072018,2021-01-14 09:51:40,1349655412723900419,
2899612829,Berghem !,2021-01-14 09:51:44,1349655431262703618,
1043099688,Chirurgo Oculista Milano Roma ,2021-01-14 09:51:46,1349655436283310081,
1043099688,Chirurgo Oculista Milano Roma ,2021-01-14 09:51:56,1349655480059260928,
351794486,BergamoItaly.,2021-01-14 09:52:03,1349655509071224833,
358403333,Milan Italy,2021-01-14 09:52:03,1349655509549404160,
1043099688,Chirurgo Oculista Milano Roma ,2021-01-14 09:52:06,1349655520727212033,
1013481258,regno delle due sicilie,2021-01-14 09:52:11,1349655542374014976,
549660333,Ragusa Sicilia Italia,2021-01-14 09:52:19,1349655575219601408,
815422460,07072018,2021-01-14 09:52:29,1349655620010577922,
593849983,Guastalla (RE),2021-01-14 09:52:30,1349655621944152064,
1181458387,Veneto,2021-01-14 09:52:31,1349655625412866048,
1236533563,Ragusa,2021-01-14 09:52:33,1349655633918771206,
237241091,Chorio; Calabria; Italy,2021-01-14 09:52:34,1349655638868111362,
1344340589085667328,Da qualche parte,2021-01-14 09:52:35,1349655642370428928,
1159731140,Roma,2021-01-14 09:52:39,1349655660678569985,
388891207,Direttrice,2021-01-14 09:52:39,1349655660858912768,
2771729495,Tuscany Italy,2021-01-14 09:52:53,1349655719784681472,
1243133156519227393,Lodi Lombardia,2021-01-14 09:52:53,1349655720908746752,
2899612829,Berghem !,2021-01-14 09:52:56,1349655730031386624,
1249089249716166658,Spoleto Umbria,2021-01-14 09:52:57,1349655734435328000,
196206406,Trieste Italia,2021-01-14 09:53:00,1349655748607959040,
623853516,Napoli,2021-01-14 09:53:09,1349655785761103872,
4843423935,Napoli,2021-01-14 09:53:13,1349655801607106561,
1263832953156665344,Italia ,2021-01-14 09:53:13,1349655804459294731,
275127579,Earth🌍 . For now.,2021-01-14 09:53:13,1349655804899708928,
1065888834,Crotone Calabria,2021-01-14 09:53:34,1349655892711636992,
26178564,Sydney Northern Beaches,2021-01-14 09:53:40,1349655915876769793,
237241091,Chorio; Calabria; Italy,2021-01-14 09:53:53,1349655970939604992,
714332748006219776,Monza Lombardia,2021-01-14 09:53:56,1349655983870636034,
1179711277,Provincia comasca,2021-01-14 09:53:56,1349655985393172480,
115167975,Italia Roma,2021-01-14 09:53:57,1349655989142888448,
419087801,Agente immibiliare presso L.A.,2021-01-14 09:54:13,1349656053877792768,
2418439695,Erede del Mago Gabriel ,2021-01-14 09:54:16,1349656065965776902,
1043099688,Chirurgo Oculista Milano Roma ,2021-01-14 09:54:21,1349656086220075009,
288250040,COMO ITALY,2021-01-14 09:54:25,1349656103634796544,
449589070,Bologna,2021-01-14 09:54:35,1349656145766604801,
1226977294591414273,Palermo Sicilia,2021-01-14 09:54:45,1349656189039161344,
237241091,Chorio; Calabria; Italy,2021-01-14 09:54:48,1349656200250535936,
288250040,COMO ITALY,2021-01-14 09:54:49,1349656206378475521,
904387628191100928,Reggello Toscana,2021-01-14 09:54:56,1349656235914768384,
725059936884023297,Sardegna Italia,2021-01-14 09:55:03,1349656262816968704,
30201022,La Spezia Liguria,2021-01-14 09:55:03,1349656266306682881,
431863557,Salerno Campania,2021-01-14 09:55:04,1349656269515321345,
1227333289,Romagnolo,2021-01-14 09:55:11,1349656299592679425,
